bc-0.trace.gz.log,0.2345
bc-12.trace.gz.log,0.2264
bfs-10.trace.gz.log,0.3699
bfs-14.trace.gz.log,0.2954
cc-13.trace.gz.log,0.4317
cc-14.trace.gz.log,0.4943
cc-5.trace.gz.log,0.5542
charlie_0000.champsim.gz.log,0.8631
charlie_0001.champsim.gz.log,1.012
charlie_0002.champsim.gz.log,0.5832
charlie_0003.champsim.gz.log,0.8076
charlie_0004.champsim.gz.log,0.7037
sssp-10.trace.gz.log,0.5733
sssp-14.trace.gz.log,0.5768
