bc-0.trace.gz.log,0.1247
bc-12.trace.gz.log,0.1177
bfs-10.trace.gz.log,0.5067
bfs-14.trace.gz.log,0.3823
cc-13.trace.gz.log,0.3281
cc-14.trace.gz.log,0.3699
cc-5.trace.gz.log,0.4067
charlie_0000.champsim.gz.log,0.9185
charlie_0001.champsim.gz.log,1.119
charlie_0002.champsim.gz.log,0.5894
charlie_0003.champsim.gz.log,0.7911
charlie_0004.champsim.gz.log,0.6915
sssp-10.trace.gz.log,0.3862
sssp-14.trace.gz.log,0.3956
