bc-0.trace.gz.log,0.1752
bc-12.trace.gz.log,0.1719
bfs-10.trace.gz.log,0.322
bfs-14.trace.gz.log,0.2574
cc-13.trace.gz.log,0.3908
cc-14.trace.gz.log,0.4446
cc-5.trace.gz.log,0.493
charlie_0000.champsim.gz.log,0.7091
charlie_0001.champsim.gz.log,0.8354
charlie_0002.champsim.gz.log,0.4715
charlie_0003.champsim.gz.log,0.7005
charlie_0004.champsim.gz.log,0.5885
sssp-10.trace.gz.log,0.4622
sssp-14.trace.gz.log,0.4642
